date,temperature,precipitation
1980-01-31,-3.076703135324939,15.174584772117214
1980-02-29,21.653544088924043,27.968482540960494
1980-03-31,5.717787896175988,19.047932907828617
1980-04-30,-0.665787426253452,131.41861035162339
1980-05-31,8.764607309624722,125.5615430003102
1980-06-30,-6.097911393995739,2.2765433952445417
1980-07-31,1.4559513596224276,122.0564169266583
1980-08-31,-7.998174219557232,345.23603381098627
1980-09-30,9.006502774690837,60.18016738564994
1980-10-31,0.5948542653184132,46.88000205841314
1980-11-30,-1.6648665398910367,65.4250003376942
1980-12-31,15.583763335224765,320.94368644463566
1981-01-31,14.889836513326877,13.002587833639426
1981-02-28,4.2012184919985724,31.992268236972766
1981-03-31,-5.933709657676523,61.393273085144806
1981-04-30,18.298993538170798,37.44757368089337
1981-05-31,4.867796893427206,8.657138173924912
1981-06-30,4.5210285213002965,111.85506656541789
1981-07-31,-9.155621030074972,11.506008227066348
1981-08-31,6.997678239093535,2.50906126237566
1981-09-30,6.950763288976956,42.63200066271467
1981-10-31,18.38811598932464,46.919782920608824
1981-11-30,-0.27668800181490116,64.87370170809764
1981-12-31,2.7549854657929034,12.820339448174959
1982-01-31,-17.03112117833133,82.3719284221018
1982-02-28,12.132624394753975,48.55070870741109
1982-03-31,19.62296137156173,89.92141278909537
1982-04-30,-1.4445746902442425,53.32271621895852
1982-05-31,10.146464428806842,23.188870732290265
1982-06-30,26.691207666025587,0.22035841933761297
1982-07-31,9.739580663631875,44.93404776904945
1982-08-31,-11.698692371760618,10.4815876048257
1982-09-30,14.531605257983852,44.96891306347087
1982-10-31,12.465392573857494,73.84927599152947
1982-11-30,-1.4853581148209374,80.16782917844452
1982-12-31,14.227853435812904,119.40934778162404
1983-01-31,-6.1572419917739865,81.9416365726741
1983-02-28,19.809626660977663,195.39289325763602
1983-03-31,0.9183621175554979,17.35204431081443
1983-04-30,2.0495839021563427,11.898721873125123
1983-05-31,13.436146749563388,23.67710262100891
1983-06-30,23.568535210577977,60.48837631878181
1983-07-31,6.889798125809077,4.24000554465787
1983-08-31,13.241361312964724,85.31640425795753
1983-09-30,10.030740682295765,17.309167436658388
1983-10-31,11.581668530760107,31.76144428939575
1983-11-30,22.018072943986787,14.06303133674921
1983-12-31,-8.722630861434366,44.23623177700596
1984-01-31,-1.8646740045878794,37.42792218914478
1984-02-29,13.543559161046007,0.30329699099270335
1984-03-31,19.889969381959183,97.63013787351763
1984-04-30,3.111747077305898,104.49615626286959
1984-05-31,20.44300360645063,15.663246269838407
1984-06-30,3.548494532961098,22.597510452603046
1984-07-31,18.199939714995033,10.456949744565069
1984-08-31,-5.843465017558698,71.02557741154526
1984-09-30,8.104650845790848,56.32497773552275
1984-10-31,18.46179429244704,73.81401798981409
1984-11-30,10.963357335855122,73.97727575350466
1984-12-31,6.6775808443123585,29.60309115260206
1985-01-31,14.153837565997442,128.44535251087817
