date,discharge_m3s
1980-01-01,4.702693557167326
1980-01-02,15.578556106294501
1980-01-03,27.47774135914986
1980-01-04,3.3481071676914222
1980-01-05,9.055961662613669
1980-01-06,13.65484482483665
1980-01-07,22.423529951381358
1980-01-08,18.015762278661278
1980-01-09,28.522510128652172
1980-01-10,12.670113934286825
1980-01-11,0.2138947742876243
1980-01-12,9.057373094085047
1980-01-13,4.846749003108387
1980-01-14,11.999700675003249
1980-01-15,2.2156018140387244
1980-01-16,5.92077666562139
1980-01-17,3.259120949644193
1980-01-18,1.810147032479168
1980-01-19,1.8917845156344542
1980-01-20,9.820183682336022
1980-01-21,1.0009508123709507
1980-01-22,5.460598348432951
1980-01-23,10.91280819179168
1980-01-24,18.452222899522113
1980-01-25,5.601066927474325
1980-01-26,3.0036437341160447
1980-01-27,5.253479855116869
1980-01-28,3.5238314814460163
1980-01-29,3.352537147694354
1980-01-30,0.5105677807776445
1980-01-31,10.337386614691553
1980-02-01,7.5879663631033845
1980-02-02,21.002784241564818
1980-02-03,3.1890054674783435
1980-02-04,40.01903569186383
1980-02-05,8.150332180810906
1980-02-06,3.670269350666471
1980-02-07,7.3577384426032975
1980-02-08,26.493015590677565
1980-02-09,31.42104950571209
1980-02-10,8.862154167785036
1980-02-11,12.715094301055657
1980-02-12,16.680428939500782
1980-02-13,18.893444407408445
1980-02-14,6.53496586915951
1980-02-15,14.167592613767898
1980-02-16,1.3014746853542492
1980-02-17,5.696741668836335
1980-02-18,36.11723176392337
1980-02-19,17.18672324835877
1980-02-20,21.162395083443123
1980-02-21,8.091332032680954
1980-02-22,29.618687027255035
1980-02-23,5.378313985625493
1980-02-24,0.7929040882465744
1980-02-25,7.1831180883142185
1980-02-26,25.336623303144602
1980-02-27,4.9588529608826555
1980-02-28,5.399638309239193
1980-02-29,2.8999101045440505
1980-03-01,3.1162731150772736
1980-03-02,23.27040657294594
1980-03-03,18.827887937885603
1980-03-04,37.808095560038225
1980-03-05,21.644006572933744
1980-03-06,2.7721748838551004
1980-03-07,11.450009974779311
1980-03-08,0.4482884030372548
1980-03-09,10.23773344486056
1980-03-10,11.804514435050992
1980-03-11,21.356287788296974
1980-03-12,12.479351295682928
1980-03-13,18.58053076636945
1980-03-14,11.212326934427923
1980-03-15,5.171508738909292
1980-03-16,7.068494217626848
1980-03-17,0.9673842835098121
1980-03-18,1.901746971439322
1980-03-19,36.06444007336102
1980-03-20,0.834163848443036
1980-03-21,4.589282570118128
1980-03-22,9.549431566571736
1980-03-23,1.986127391073413
1980-03-24,6.135608452861766
1980-03-25,3.601699020084262
1980-03-26,15.054062412892868
1980-03-27,0.6539047936918753
1980-03-28,8.133019757511205
1980-03-29,13.260585038107982
1980-03-30,14.210277406086842
1980-03-31,13.465138195102753
1980-04-01,19.631180299138634
1980-04-02,2.492031939289714
1980-04-03,7.296013426294219
1980-04-04,3.7878994915047253
1980-04-05,3.6602220760025714
1980-04-06,17.245037196272747
1980-04-07,4.736093089058187
1980-04-08,7.160454069383716
1980-04-09,0.5551200445825764
1980-04-10,30.950781133113026
1980-04-11,3.615689428068689
1980-04-12,37.81189203040573
1980-04-13,37.1161739406731
1980-04-14,3.880829284952398
1980-04-15,3.4737318065047766
1980-04-16,1.3590909293279383
1980-04-17,4.276126994806023
1980-04-18,3.026197330172065
1980-04-19,4.5313382059994725
1980-04-20,17.36590521844866
1980-04-21,13.864150820896239
1980-04-22,2.3185208655263305
1980-04-23,12.461442158890783
1980-04-24,26.826005233330307
1980-04-25,6.074095590302627
1980-04-26,0.4143075615023982
1980-04-27,2.262474111761043
1980-04-28,0.39029877184723055
1980-04-29,5.75088789178033
1980-04-30,28.523092590687003
1980-05-01,6.1383256029465985
1980-05-02,23.19531423150016
1980-05-03,0.3733030389925193
1980-05-04,3.4138847427126335
1980-05-05,6.169353303447263
1980-05-06,28.636055661969607
1980-05-07,3.6443158133828657
1980-05-08,14.290967526127542
1980-05-09,8.185692434407043
1980-05-10,7.427779762116831
1980-05-11,14.87135974383053
1980-05-12,9.008420654167175
1980-05-13,1.328886872004076
1980-05-14,7.074154303508969
1980-05-15,1.1594872119007609
1980-05-16,33.78901265748146
1980-05-17,5.523792155619224
1980-05-18,3.8576411599289653
1980-05-19,1.5626961510202995
1980-05-20,17.11926194317456
1980-05-21,30.089542714830976
1980-05-22,14.328311416358995
1980-05-23,5.6726332439406235
1980-05-24,23.735601448010325
1980-05-25,1.170367202882523
1980-05-26,16.445750149614895
1980-05-27,0.7169795810268353
1980-05-28,28.360261906951187
1980-05-29,11.818132230754587
1980-05-30,24.678464984411157
1980-05-31,7.043962077419851
1980-06-01,7.605868931586494
1980-06-02,1.2939607732551663
1980-06-03,0.12047947351870894
1980-06-04,64.64481043310353
1980-06-05,6.4953125178781885
1980-06-06,2.2674496067052385
1980-06-07,2.0763489341849506
